    1   2.508992e-01   1.070529e+03   4.938367e-01   2.204144e+03   5.000000e+00   4.806569e-01   1.408063e+04   7.810067e+04   8.951114e-04   6.875000e+00   1.490403e-10   3.528460e+00   5.791722e-09   1.954113e+02   5.392818e+01   4.844265e-02   4.844265e-02   9.610503e-02   2.800566e-03   1.026985e+01   5.178555e+04   2.970566e+04   3.885597e+02   4.462115e+02   1.580650e+02   3.612900e+02   2.335340e+02   2.781864e+00   4.836936e+00   1.579184e+00   1.025609e+00
    2   8.545319e-01   1.717302e+03   2.851168e-01   1.642872e+03   5.000000e+00   4.806569e-01   1.408063e+04   7.810067e+04   8.951114e-04   6.875000e+00   1.490403e-10   3.528460e+00   5.791722e-09   1.954113e+02   5.392818e+01   4.844265e-02   4.844265e-02   9.610503e-02   2.800566e-03   1.026985e+01   5.178555e+04   2.970566e+04   3.885597e+02   4.462115e+02   1.580650e+02   3.612900e+02   1.167670e+02   2.781864e-01   4.836936e-01   7.895922e-01   3.243260e+00
    3   1.577040e+00   8.452294e+02   2.166419e-01   2.553042e+03   5.000000e+00   4.806569e-01   1.408063e+04   7.810067e+04   8.951114e-04   6.875000e+00   1.490403e-10   3.528460e+00   5.791722e-09   1.954113e+02   5.392818e+01   4.844265e-02   4.844265e-02   9.610503e-02   2.800566e-03   1.026985e+01   5.178555e+04   2.970566e+04   3.885597e+02   4.462115e+02   1.580650e+02   3.612900e+02   1.651335e+02   8.797027e+00   1.529573e-01   1.116652e+00   5.767422e-01
    4   4.630349e-01   1.355884e+03   3.752348e-01   1.902925e+03   5.000000e+00   4.806569e-01   1.408063e+04   7.810067e+04   8.951114e-04   6.875000e+00   1.490403e-10   3.528460e+00   5.791722e-09   1.954113e+02   5.392818e+01   4.844265e-02   4.844265e-02   9.610503e-02   2.800566e-03   1.026985e+01   5.178555e+04   2.970566e+04   3.885597e+02   4.462115e+02   1.580650e+02   3.612900e+02   3.302670e+02   8.797027e-01   1.529573e+00   5.583260e-01   1.823819e+00
    5   6.290295e-01   7.510391e+02   3.270867e-01   2.048004e+03   5.000000e+00   4.806569e-01   1.408063e+04   7.810067e+04   8.951114e-04   6.875000e+00   1.490403e-10   3.528460e+00   5.791722e-09   1.954113e+02   5.392818e+01   4.844265e-02   4.844265e-02   9.610503e-02   2.800566e-03   1.026985e+01   5.178555e+04   2.970566e+04   3.885597e+02   4.462115e+02   1.580650e+02   3.612900e+02   1.963779e+02   4.946932e-01   8.601423e+00   9.389887e-01   1.367671e+00
    6   2.142397e+00   1.204788e+03   5.665308e-01   1.526492e+03   5.000000e+00   4.806569e-01   1.408063e+04   7.810067e+04   8.951114e-04   6.875000e+00   1.490403e-10   3.528460e+00   5.791722e-09   1.954113e+02   5.392818e+01   4.844265e-02   4.844265e-02   9.610503e-02   2.800566e-03   1.026985e+01   5.178555e+04   2.970566e+04   3.885597e+02   4.462115e+02   1.580650e+02   3.612900e+02   3.927559e+02   4.946932e+00   8.601423e-01   1.877977e+00   4.324956e+00
    7   1.160875e+00   9.512323e+02   4.304703e-01   2.372187e+03   5.000000e+00   4.806569e-01   1.408063e+04   7.810067e+04   8.951114e-04   6.875000e+00   1.490403e-10   3.528460e+00   5.791722e-09   1.954113e+02   5.392818e+01   4.844265e-02   4.844265e-02   9.610503e-02   2.800566e-03   1.026985e+01   5.178555e+04   2.970566e+04   3.885597e+02   4.462115e+02   1.580650e+02   3.612900e+02   2.777203e+02   1.564357e-01   2.720009e-01   6.639653e-01   7.690981e-01
    8   3.408447e-01   1.525930e+03   2.485322e-01   1.768124e+03   5.000000e+00   4.806569e-01   1.408063e+04   7.810067e+04   8.951114e-04   6.875000e+00   1.490403e-10   3.528460e+00   5.791722e-09   1.954113e+02   5.392818e+01   4.844265e-02   4.844265e-02   9.610503e-02   2.800566e-03   1.026985e+01   5.178555e+04   2.970566e+04   3.885597e+02   4.462115e+02   1.580650e+02   3.612900e+02   1.388602e+02   1.564357e+00   2.720009e+00   1.327931e+00   2.432102e+00
    9   3.972694e-01   8.966658e+02   3.503346e-01   1.583613e+03   5.000000e+00   4.806569e-01   1.408063e+04   7.810067e+04   8.951114e-04   6.875000e+00   1.490403e-10   3.528460e+00   5.791722e-09   1.954113e+02   5.392818e+01   4.844265e-02   4.844265e-02   9.610503e-02   2.800566e-03   1.026985e+01   5.178555e+04   2.970566e+04   3.885597e+02   4.462115e+02   1.580650e+02   3.612900e+02   1.070758e+02   1.173102e+00   3.627190e+00   6.088588e-01   1.579362e+00
   10   1.353051e+00   1.438396e+03   2.022658e-01   2.124640e+03   5.000000e+00   4.806569e-01   1.408063e+04   7.810067e+04   8.951114e-04   6.875000e+00   1.490403e-10   3.528460e+00   5.791722e-09   1.954113e+02   5.392818e+01   4.844265e-02   4.844265e-02   9.610503e-02   2.800566e-03   1.026985e+01   5.178555e+04   2.970566e+04   3.885597e+02   4.462115e+02   1.580650e+02   3.612900e+02   2.141517e+02   1.173102e-01   3.627190e-01   1.217718e+00   4.994382e+00
